Latitude,Longitude
52.4617513008827,13.270672573166632
52.4617513008827,13.298043112861986
52.4617513008827,13.32541365255734
52.4617513008827,13.352784192252695
52.4617513008827,13.38015473194805
52.4617513008827,13.407525271643406
52.4617513008827,13.43489581133876
52.4617513008827,13.462266351034115
52.4617513008827,13.48963689072947
52.4617513008827,13.517007430424824
52.47444755092443,13.270672573166632
52.47444755092443,13.298043112861986
52.47444755092443,13.32541365255734
52.47444755092443,13.352784192252695
52.47444755092443,13.38015473194805
52.47444755092443,13.407525271643406
52.47444755092443,13.43489581133876
52.47444755092443,13.462266351034115
52.47444755092443,13.48963689072947
52.47444755092443,13.517007430424824
52.48714380096616,13.270672573166632
52.48714380096616,13.298043112861986
52.48714380096616,13.32541365255734
52.48714380096616,13.352784192252695
52.48714380096616,13.38015473194805
52.48714380096616,13.407525271643406
52.48714380096616,13.43489581133876
52.48714380096616,13.462266351034115
52.48714380096616,13.48963689072947
52.48714380096616,13.517007430424824
52.49984005100789,13.270672573166632
52.49984005100789,13.298043112861986
52.49984005100789,13.32541365255734
52.49984005100789,13.352784192252695
52.49984005100789,13.38015473194805
52.49984005100789,13.407525271643406
52.49984005100789,13.43489581133876
52.49984005100789,13.462266351034115
52.49984005100789,13.48963689072947
52.49984005100789,13.517007430424824
52.512536301049614,13.270672573166632
52.512536301049614,13.298043112861986
52.512536301049614,13.32541365255734
52.512536301049614,13.352784192252695
52.512536301049614,13.38015473194805
52.512536301049614,13.407525271643406
52.512536301049614,13.43489581133876
52.512536301049614,13.462266351034115
52.512536301049614,13.48963689072947
52.512536301049614,13.517007430424824
52.52523255109134,13.270672573166632
52.52523255109134,13.298043112861986
52.52523255109134,13.32541365255734
52.52523255109134,13.352784192252695
52.52523255109134,13.38015473194805
52.52523255109134,13.407525271643406
52.52523255109134,13.43489581133876
52.52523255109134,13.462266351034115
52.52523255109134,13.48963689072947
52.52523255109134,13.517007430424824
52.53792880113307,13.270672573166632
52.53792880113307,13.298043112861986
52.53792880113307,13.32541365255734
52.53792880113307,13.352784192252695
52.53792880113307,13.38015473194805
52.53792880113307,13.407525271643406
52.53792880113307,13.43489581133876
52.53792880113307,13.462266351034115
52.53792880113307,13.48963689072947
52.53792880113307,13.517007430424824
52.5506250511748,13.270672573166632
52.5506250511748,13.298043112861986
52.5506250511748,13.32541365255734
52.5506250511748,13.352784192252695
52.5506250511748,13.38015473194805
52.5506250511748,13.407525271643406
52.5506250511748,13.43489581133876
52.5506250511748,13.462266351034115
52.5506250511748,13.48963689072947
52.5506250511748,13.517007430424824
52.563321301216526,13.270672573166632
52.563321301216526,13.298043112861986
52.563321301216526,13.32541365255734
52.563321301216526,13.352784192252695
52.563321301216526,13.38015473194805
52.563321301216526,13.407525271643406
52.563321301216526,13.43489581133876
52.563321301216526,13.462266351034115
52.563321301216526,13.48963689072947
52.563321301216526,13.517007430424824
52.57601755125825,13.270672573166632
52.57601755125825,13.298043112861986
52.57601755125825,13.32541365255734
52.57601755125825,13.352784192252695
52.57601755125825,13.38015473194805
52.57601755125825,13.407525271643406
52.57601755125825,13.43489581133876
52.57601755125825,13.462266351034115
52.57601755125825,13.48963689072947
52.57601755125825,13.517007430424824
